E0034_Easy_output_2.tsv	CSS_output_2.tsv	0.371909132
E0034_Easy_output_2.tsv	CC++_output_2.tsv	0.405379871
TwitterPop_output_2.tsv	Python_output_2.tsv	0.350256582
TwitterPop_output_2.tsv	TwitterClassic_output_2.tsv	0.128964894
TwitterPop_output_2.tsv	E0034_Easy_output_2.tsv	0.21061432
TwitterPop_output_2.tsv	CSS_output_2.tsv	0.302328418
TwitterPop_output_2.tsv	Java_output_2.tsv	0.343463295
TwitterPop_output_2.tsv	Ester_output_2.tsv	0.178595178
TwitterPop_output_2.tsv	Javascript_output_2.tsv	0.268024776
TwitterPop_output_2.tsv	CC++_output_2.tsv	0.341611701
Wiki_output_2.tsv	E0034_Easy_output_2.tsv	0.167250507
Wiki_output_2.tsv	TwitterPop_output_2.tsv	0.231639088
Wiki_output_2.tsv	Java_output_2.tsv	0.455732815
Wiki_output_2.tsv	W0015_output_2.tsv	0.139564525
Wiki_output_2.tsv	Ester_output_2.tsv	0.146225086
Wiki_output_2.tsv	W0058_output_2.tsv	0.157525426
Wiki_output_2.tsv	W0065_output_2.tsv	0.119285009
Wiki_output_2.tsv	CC++_output_2.tsv	0.47818387
Wiki_output_2.tsv	W0057_output_2.tsv	0.151687064
Wiki_output_2.tsv	W0066_output_2.tsv	0.125011961
Wiki_output_2.tsv	Python_output_2.tsv	0.482503823
Wiki_output_2.tsv	TwitterClassic_output_2.tsv	0.242025692
Wiki_output_2.tsv	W0036-01_output_2.tsv	0.147876424
Wiki_output_2.tsv	CSS_output_2.tsv	0.47870506
Wiki_output_2.tsv	Javascript_output_2.tsv	0.416176581
Wiki_output_2.tsv	W0017_output_2.tsv	0.136547054
Java_output_2.tsv	E0034_Easy_output_2.tsv	0.417430752
Java_output_2.tsv	CSS_output_2.tsv	0.243603857
Java_output_2.tsv	Ester_output_2.tsv	0.406669772
Java_output_2.tsv	CC++_output_2.tsv	0.128033572
W0015_output_2.tsv	Python_output_2.tsv	0.40952359
W0015_output_2.tsv	TwitterClassic_output_2.tsv	0.230477209
W0015_output_2.tsv	E0034_Easy_output_2.tsv	0.149650275
W0015_output_2.tsv	TwitterPop_output_2.tsv	0.222550049
W0015_output_2.tsv	CSS_output_2.tsv	0.415098697
W0015_output_2.tsv	Java_output_2.tsv	0.386395807
W0015_output_2.tsv	Ester_output_2.tsv	0.099338127
W0015_output_2.tsv	Javascript_output_2.tsv	0.342277342
W0015_output_2.tsv	CC++_output_2.tsv	0.378308944
Ester_output_2.tsv	E0034_Easy_output_2.tsv	0.11138499
Ester_output_2.tsv	CSS_output_2.tsv	0.420645196
Ester_output_2.tsv	CC++_output_2.tsv	0.412383786
W0058_output_2.tsv	E0034_Easy_output_2.tsv	0.125782602
W0058_output_2.tsv	TwitterPop_output_2.tsv	0.176112347
W0058_output_2.tsv	Java_output_2.tsv	0.231248812
W0058_output_2.tsv	W0015_output_2.tsv	0.098681206
W0058_output_2.tsv	Ester_output_2.tsv	0.102102087
W0058_output_2.tsv	CC++_output_2.tsv	0.267008923
W0058_output_2.tsv	W0057_output_2.tsv	0.038347007
W0058_output_2.tsv	Python_output_2.tsv	0.215211787
W0058_output_2.tsv	TwitterClassic_output_2.tsv	0.212184727
W0058_output_2.tsv	W0036-01_output_2.tsv	0.089099486
W0058_output_2.tsv	CSS_output_2.tsv	0.351883308
W0058_output_2.tsv	Javascript_output_2.tsv	0.286030688
W0058_output_2.tsv	W0017_output_2.tsv	0.057079758
W0065_output_2.tsv	E0034_Easy_output_2.tsv	0.141109468
W0065_output_2.tsv	TwitterPop_output_2.tsv	0.212113096
W0065_output_2.tsv	Java_output_2.tsv	0.274052248
W0065_output_2.tsv	W0015_output_2.tsv	0.078413583
W0065_output_2.tsv	Ester_output_2.tsv	0.101198353
W0065_output_2.tsv	W0058_output_2.tsv	0.088112866
W0065_output_2.tsv	CC++_output_2.tsv	0.313313353
W0065_output_2.tsv	W0057_output_2.tsv	0.078891229
W0065_output_2.tsv	Python_output_2.tsv	0.257538744
W0065_output_2.tsv	TwitterClassic_output_2.tsv	0.232530426
W0065_output_2.tsv	W0036-01_output_2.tsv	0.082326246
W0065_output_2.tsv	CSS_output_2.tsv	0.402333688
W0065_output_2.tsv	Javascript_output_2.tsv	0.341332574
W0065_output_2.tsv	W0017_output_2.tsv	0.088051184
W0057_output_2.tsv	Python_output_2.tsv	0.412336219
W0057_output_2.tsv	TwitterClassic_output_2.tsv	0.204579689
W0057_output_2.tsv	W0036-01_output_2.tsv	0.10148554
W0057_output_2.tsv	E0034_Easy_output_2.tsv	0.142198654
W0057_output_2.tsv	TwitterPop_output_2.tsv	0.174138711
W0057_output_2.tsv	CSS_output_2.tsv	0.400948281
W0057_output_2.tsv	Java_output_2.tsv	0.393122927
W0057_output_2.tsv	W0015_output_2.tsv	0.125277647
W0057_output_2.tsv	Ester_output_2.tsv	0.109054615
W0057_output_2.tsv	Javascript_output_2.tsv	0.340614543
W0057_output_2.tsv	CC++_output_2.tsv	0.400634572
W0057_output_2.tsv	W0017_output_2.tsv	0.057477394
W0066_output_2.tsv	E0034_Easy_output_2.tsv	0.13814622
