Est Républicain_output_2.tsv	E0034_Easy_output_2.tsv	0.603523824882463
Est Républicain_output_2.tsv	CSS_output_2.tsv	0.7005190455025526
Est Républicain_output_2.tsv	CC++_output_2.tsv	0.5965638921546195
E0034_Easy_output_2.tsv	CSS_output_2.tsv	0.6710197709997697
E0034_Easy_output_2.tsv	CC++_output_2.tsv	0.65021284348718
TwitterPop_output_2.tsv	Python_output_2.tsv	0.5109405467659972
TwitterPop_output_2.tsv	TwitterClassic_output_2.tsv	0.2526039624764883
TwitterPop_output_2.tsv	Est Républicain_output_2.tsv	0.4634188299521822
TwitterPop_output_2.tsv	E0034_Easy_output_2.tsv	0.38796355258819776
TwitterPop_output_2.tsv	CSS_output_2.tsv	0.5566730212266039
TwitterPop_output_2.tsv	Java_output_2.tsv	0.567027451837088
TwitterPop_output_2.tsv	Ester_output_2.tsv	0.39631846876534277
TwitterPop_output_2.tsv	Javascript_output_2.tsv	0.4949124621181891
TwitterPop_output_2.tsv	CC++_output_2.tsv	0.5141679349377313
Wiki_output_2.tsv	Est Républicain_output_2.tsv	0.5874240821011109
Wiki_output_2.tsv	E0034_Easy_output_2.tsv	0.3169905656905243
Wiki_output_2.tsv	TwitterPop_output_2.tsv	0.45517799205612663
Wiki_output_2.tsv	Java_output_2.tsv	0.7233410327251462
Wiki_output_2.tsv	W0015_output_2.tsv	0.2276253440766136
Wiki_output_2.tsv	Ester_output_2.tsv	0.2630377469525074
Wiki_output_2.tsv	W0058_output_2.tsv	0.3288729982085748
Wiki_output_2.tsv	W0065_output_2.tsv	0.2508705189032143
Wiki_output_2.tsv	CC++_output_2.tsv	0.7193819511897781
Wiki_output_2.tsv	W0057_output_2.tsv	0.3151562718883702
Wiki_output_2.tsv	W0066_output_2.tsv	0.27095586314899484
Wiki_output_2.tsv	Python_output_2.tsv	0.6915594242123858
Wiki_output_2.tsv	TwitterClassic_output_2.tsv	0.4326966660981702
Wiki_output_2.tsv	W0036-01_output_2.tsv	0.26421535774594596
Wiki_output_2.tsv	CSS_output_2.tsv	0.8157120911454752
Wiki_output_2.tsv	Javascript_output_2.tsv	0.6979065492115388
Wiki_output_2.tsv	W0017_output_2.tsv	0.30221215012643254
Java_output_2.tsv	Est Républicain_output_2.tsv	0.7078770548686908
Java_output_2.tsv	E0034_Easy_output_2.tsv	0.6910245358650033
Java_output_2.tsv	CSS_output_2.tsv	0.4618430346255136
Java_output_2.tsv	Ester_output_2.tsv	0.7136829731893158
Java_output_2.tsv	CC++_output_2.tsv	0.27877579240613043
W0015_output_2.tsv	Python_output_2.tsv	0.6441385890363156
W0015_output_2.tsv	TwitterClassic_output_2.tsv	0.41416027928094823
W0015_output_2.tsv	Est Républicain_output_2.tsv	0.6414398848672516
