space space 0.12739605600705803
o n 0.0093529309061498
e r 0.009107562561187265
i n 0.00881324744640851
, space 0.008567025129753679
t e 0.00854233925871692
a t 0.008457441302314125
r e 0.0077722802780502715
o r 0.0072566469891891545
= space 0.006898058196295673
t i 0.00631776771013857
space = 0.006133794912007233
s t 0.006120989787195397
e t 0.0060088197845098185
) ; 0.005915919100636255
n t 0.00576950699629749
e n 0.005746372858387975
s e 0.005615275488702567
: space 0.005606737439154581
l e 0.0055161643585407245
d e 0.00546991307973793
t r 0.005428841543066898
r a 0.005391014333308119
a n 0.005064417060063351
i o 0.004979431414406005
space { 0.004758829080912912
space t 0.004680859246070024
a r 0.004666682435232272
n s 0.004640265534713357
t space 0.004557498797054687
e s 0.004427148103473931
space i 0.004418934345362194
c o 0.00439102204324624
t a 0.00423337022482362
a l 0.004179873548406927
e space 0.004137124237456654
) space 0.0041320177429438115
t h 0.0040967902015359705
r i 0.004002408814888716
i s 0.0038854344795629797
c t 0.0038689997430105664
r o 0.003840600677671542
m e 0.003795084102464556
i t 0.003776733767049177
u r 0.003735887637279987
space s 0.00363371827663005
g e 0.003523492604426438
n space 0.003334067344744766
n e 0.0033162517929751457
space r 0.0033088900340454822
e c 0.003272893149741237
e l 0.0032522003639413196
space } 0.0031793295580726773
f o 0.003138791805475903
m a 0.0030791372996386564
space c 0.0030531861422321066
( ) 0.002954647047215674
t o 0.0028887074835803367
e ( 0.002873531643744221
l a 0.0028639462411772067
n d 0.0028433208733721063
n g 0.0028198128337778247
r t 0.002819421284013835
l i 0.00274083409621575
space p 0.002665255886988485
h i 0.002649578956419524
a c 0.0026171101438400343
s i 0.002610854024390196
t u 0.0025881322843990147
space f 0.002587214576822276
space 0 0.0025577299570273735
e f 0.0025437346958520042
space ( 0.002543352686053063
c e 0.0025194928474291285
r space 0.0025166787814138586
s . 0.0024962980364291423
i d 0.0024899775843323394
l o 0.002476303556505812
v e 0.0024646508310512487
a s 0.0024478594239531162
u t 0.0023958707301181617
u n 0.002337090212400516
f space 0.0023361008988912377
i c 0.0023248439197336495
p e 0.002301702893051771
p o 0.002282079822305258
a d 0.0022797570423146564
e a 0.002263102638790203
i m 0.002256036274908733
o u 0.0022551631099700696
c k 0.0022283845826900016
s space 0.002224352354886215
p a 0.0022125451141775583
i f 0.0021738416868610257
