D01 E00 0.14
E00 D01 0.420165875082
D02 E00 0.119770344936
E00 D02 0.171487640283
D03 E00 0.0883598243671
E00 D03 0.4
D04 E00 0.146724591299
E00 D04 0.31746672075
D05 E00 0.161793480851
E00 D05 0.27
D06 E00 0.14
E00 D06 0.0735839340047
D07 E00 0.188767036615
E00 D07 0.125742826984
D08 E00 0.13
E00 D08 0.156809136471
D09 E00 0.125702529101
E00 D09 0.195
D10 E00 0.0869225332137
E00 D10 0.185
C01 E00 0.399325153358
E00 C01 0.553940573833
C02 E00 0.103220508191
E00 C02 0.15942178254
C03 E00 0.2
E00 C03 0.21
C04 E00 0.514807971471
E00 C04 0.257543769017
C05 E00 0.152396518304
E00 C05 0.243248095091
C06 E00 0.190098545826
E00 C06 0.28
C07 E00 0.100178018039
E00 C07 0.126997098586
C08 E00 0.296029926175
E00 C08 0.0812254200319
C09 E00 0.175031335353
E00 C09 0.25424689848
B01 E00 0.22
E00 B01 0.501978972572
B02 E00 0.195817487028
E00 B02 0.139219110626
B03 E00 0.269126891706
E00 B03 0.242165089491
B04 E00 0.271562394998
E00 B04 0.195
B05 E00 0.0502917577426
E00 B05 0.145443454441
B06 E00 0.184007688748
E00 B06 0.188056786431
B07 E00 0.362711754365
E00 B07 0.282847481262
A03 E00 0.349408669649
E00 A03 0.336033970253
D01 E01 0.254743066162
E01 D01 0.344009592892
D02 E01 0.196955902217
E01 D02 0.26
D03 E01 0.217822649658
E01 D03 0.287475021471
D04 E01 0.096924803542
E01 D04 0.257940031531
D05 E01 0.125702529101
E01 D05 0.213081771653
D06 E01 0.130692750255
E01 D06 0.0755963095274
D07 E01 0.0925239389238
E01 D07 0.2116444805
D08 E01 0.108634696654
E01 D08 0.108140208051
D09 E01 0.0888274477155
E01 D09 0.20345393582
D10 E01 0.0995794265719
E01 D10 0.26
C01 E01 0.270046187157
E01 C01 0.269290601855
C02 E01 0.23
E01 C02 0.183808717951
C03 E01 0.092931115448
E01 C03 0.162198978296
C04 E01 0.149271753308
E01 C04 0.145876656681
C05 E01 0.188667970986
E01 C05 0.304943314129
C06 E01 0.114051403735
E01 C06 0.330709612487
C07 E01 0.180558022072
E01 C07 0.115362764004
C08 E01 0.278055391365
E01 C08 0.185848798268
C09 E01 0.281231368254
E01 C09 0.286949469916
B01 E01 0.236085146422
E01 B01 0.21036586226
B02 E01 0.0986038819923
E01 B02 0.197530147047
B03 E01 0.267396601363
E01 B03 0.168028738676
B04 E01 0.176557617664
E01 B04 0.105382321696
B05 E01 0.390219510922
E01 B05 0.185
B06 E01 0.124167851398
E01 B06 0.175
