D01 E00 0.7021397
E00 D01 0.6123084
D02 E00 0.75
E00 D02 0.204
D03 E00 0.402
E00 D03 0.282
D04 E00 0.276
E00 D04 0.48
D05 E00 0.24
E00 D05 0.531
D06 E00 0.51
E00 D06 0.198
D07 E00 0.7021397
E00 D07 0.6123084
D08 E00 0.7021397
E00 D08 0.354
D09 E00 0.7021397
E00 D09 0.3
D10 E00 0.606
E00 D10 0.6123084
C01 E00 0.7021397
E00 C01 0.375
C02 E00 0.27
E00 C02 0.498
C03 E00 0.144
E00 C03 0.6123084
C04 E00 0.354
E00 C04 0.708
C05 E00 0.435
E00 C05 0.348
C06 E00 0.288
E00 C06 0.87
C07 E00 0.447
E00 C07 0.6123084
C08 E00 0.48
E00 C08 0.417
C09 E00 0.261
E00 C09 0.378
B01 E00 0.522
E00 B01 0.6123084
B02 E00 0.189
E00 B02 0.57
B03 E00 0.36
E00 B03 0.6123084
B04 E00 0.666
E00 B04 0.384
B05 E00 0.7021397
E00 B05 0.504
B06 E00 0.312
E00 B06 0.6123084
B07 E00 0.7021397
E00 B07 0.276
A03 E00 0.7021397
E00 A03 0.6123084
D01 E01 0.144
E01 D01 0.369
D02 E01 0.24
E01 D02 0.6123084
D03 E01 0.546
E01 D03 0.6123084
D04 E01 0.252
E01 D04 0.552
D05 E01 0.276
E01 D05 0.333
D06 E01 0.7021397
E01 D06 0.384
D07 E01 0.144
E01 D07 0.6123084
D08 E01 0.129
E01 D08 0.6123084
D09 E01 0.654
E01 D09 0.255
D10 E01 0.7021397
E01 D10 0.216
C01 E01 0.384
E01 C01 0.117
C02 E01 0.528
E01 C02 0.219
C03 E01 0.147
E01 C03 0.408
C04 E01 0.7021397
E01 C04 0.261
C05 E01 0.51
E01 C05 0.618
C06 E01 0.426
E01 C06 0.237
C07 E01 0.7021397
E01 C07 0.717
C08 E01 0.249
E01 C08 0.447
C09 E01 0.7021397
E01 C09 0.234
B01 E01 0.423
E01 B01 0.6123084
B02 E01 0.189
E01 B02 0.429
B03 E01 0.378
E01 B03 0.642
B04 E01 0.447
E01 B04 0.135
B05 E01 0.582
